Segment (5, 1): 2497, 2586, 1713, 1828, 950, 1112, 255, 506, 2424, 2443, 1616, 1641, 808, 845, 0, 71
Segment (5, 2): 2209, 2309, 1527, 1656, 868, 1047, 281, 547, 2126, 2147, 1417, 1445, 709, 750, 0, 80
Segment (5, 3): 1889, 2006, 1323, 1472, 783, 984, 316, 599, 1791, 1816, 1194, 1227, 597, 646, 0, 93
Segment (5, 4): 1548, 1690, 1109, 1288, 700, 931, 363, 665, 1426, 1457, 951, 992, 475, 536, 0, 112
Segment (5, 5): 1200, 1382, 900, 1120, 632, 900, 427, 747, 1036, 1079, 691, 747, 345, 427, 0, 143
Segment (5, 6): 877, 1124, 725, 1003, 599, 908, 512, 848, 629, 697, 419, 508, 210, 334, 0, 194
Segment (5, 7): 676, 1004, 652, 987, 635, 976, 624, 968, 211, 375, 141, 334, 70, 303, 0, 282
Segment (5, 8): 695, 1039, 691, 1036, 695, 1039, 705, 1046, 70, 353, 0, 345, 70, 353, 141, 373
Segment (5, 9): 722, 1057, 691, 1036, 722, 1057, 808, 1118, 210, 404, 0, 345, 210, 404, 419, 543
Segment (5, 10): 772, 1092, 691, 1036, 772, 1092, 977, 1246, 345, 489, 0, 345, 345, 489, 691, 772
Segment (5, 11): 839, 1140, 691, 1036, 839, 1140, 1175, 1406, 475, 588, 0, 345, 475, 588, 951, 1012
Segment (5, 12): 913, 1196, 691, 1036, 913, 1196, 1380, 1581, 597, 690, 0, 345, 597, 690, 1194, 1243
Segment (5, 13): 990, 1256, 691, 1036, 990, 1256, 1577, 1756, 709, 788, 0, 345, 709, 788, 1417, 1459
Segment (5, 14): 1063, 1314, 691, 1036, 1063, 1314, 1758, 1920, 808, 879, 0, 345, 808, 879, 1616, 1653
Segment (5, 15): 1130, 1368, 691, 1036, 1130, 1368, 1916, 2066, 894, 958, 0, 345, 894, 958, 1787, 1820
Segment (6, 0): 2705, 2736, 1820, 1860, 942, 1001, 94, 199, 2681, 2687, 1787, 1795, 894, 906, 0, 24
Segment (6, 1): 2451, 2485, 1652, 1696, 862, 926, 102, 216, 2424, 2431, 1616, 1625, 808, 822, 0, 27
Segment (6, 2): 2157, 2195, 1458, 1508, 769, 842, 115, 239, 2126, 2134, 1417, 1428, 709, 724, 0, 30
Segment (6, 3): 1828, 1873, 1243, 1301, 669, 753, 133, 270, 1791, 1800, 1194, 1206, 597, 615, 0, 36
Segment (6, 4): 1472, 1527, 1011, 1083, 564, 665, 159, 313, 1426, 1438, 951, 966, 475, 498, 0, 44
Segment (6, 5): 1099, 1173, 773, 867, 463, 589, 198, 372, 1036, 1052, 691, 712, 345, 377, 0, 59
Segment (6, 6): 728, 839, 546, 680, 383, 546, 259, 453, 629, 655, 419, 453, 210, 259, 0, 87
Segment (6, 7): 435, 619, 399, 593, 372, 574, 355, 563, 211, 280, 141, 227, 70, 182, 0, 151
Segment (6, 8): 425, 633, 419, 629, 425, 633, 442, 645, 70, 221, 0, 210, 70, 221, 141, 252
